plot,tree.id,species,dbh, type,class,sp.code,ht,hcb,cw,x,y
16,2505,化香,3.5,Sapling,化香,PS,6.2,3,2.1,23.5,47.6
16,2506,山胡椒,3.3,Sapling,其它树种,Others,7.8,4.3,2.45,24,48
16,2507,化香,2.9,Sapling,化香,PS,4.5,1.4,1.6,27,48.5
16,2508,化香,4.1,Sapling,化香,PS,6.3,2.4,2.75,29.4,48.9
16,2509,化香,6.6,Adult,化香,PS,8.5,3,1.95,29.5,48.9
16,2511,化香,3.5,Sapling,化香,PS,6.3,1.2,1.3,30.5,45.5
16,2512,光皮桦,12.4,Adult,光皮桦,BL,13.5,4.2,8.45,34.5,47
16,2513,化香,5.3,Adult,化香,PS,8.2,2.3,2.6,34.8,46.8
16,2514,光皮桦,7.9,Adult,光皮桦,BL,12.8,6.5,4.7,36.8,47.2
16,2515,化香,5.4,Adult,化香,PS,7.5,2,3.1,37.8,46.2
16,2516,化香,3.4,Sapling,化香,PS,5.2,1.2,1.7,39.2,47
16,2517,化香,5.4,Adult,化香,PS,9.5,4.2,2.1,39.2,47.6
16,2518,化香,3.4,Sapling,化香,PS,6,2,1.7,38.5,51.2
16,2519,化香,8.4,Adult,化香,PS,9.6,3.5,4.2,34.5,55
16,2520,化香,5.1,Adult,化香,PS,7.6,1.5,3.15,35,54.8
16,2521,化香,4.6,Sapling,化香,PS,6.8,1.2,2.1,34,54.9
16,2522,光皮桦,12.6,Adult,光皮桦,BL,13.5,7.8,4.15,34,55.1
16,2523,光皮桦,13.2,Adult,光皮桦,BL,14,4.5,3.95,34,55
16,2524,化香,3.3,Sapling,化香,PS,4.5,2,2.3,33.8,54.7
16,2525,光皮桦,12,Adult,光皮桦,BL,12.8,4.5,5.3,30.8,50.5
16,2526,化香,4.8,Sapling,化香,PS,6.8,2.8,1.5,27.5,50.9
16,2527,化香,3.5,Sapling,化香,PS,6,3.2,0.8,27.4,50.9
16,2528,化香,4.1,Sapling,化香,PS,7,2,1.6,27.3,50.9
16,2529,化香,5.9,Adult,化香,PS,8.6,3.4,2.75,26,52.4
16,2530,化香,3.6,Sapling,化香,PS,4.5,1.6,1.45,24.8,50.9
16,2531,化香,8.9,Adult,化香,PS,9.4,2.5,4.05,24.7,50.9
16,2532,化香,5.5,Adult,化香,PS,7.9,3.8,2.95,23.6,52
16,2533,化香,4.3,Sapling,化香,PS,5.6,1.8,3.35,23.5,52
16,2534,盐肤木,6.3,Adult,其它树种,Others,9.5,4.2,2.1,24.5,52.3
16,2535,化香,5.4,Adult,化香,PS,9,3,2.55,24.2,52.8
16,2536,化香,5.5,Adult,化香,PS,6.8,1.2,1.7,22.8,53.5
16,2537,光皮桦,13.3,Adult,光皮桦,BL,13.5,6.8,5.95,21.5,51.2
16,2538,化香,5.5,Adult,化香,PS,7.6,4.2,1.65,20.2,50
16,2539,化香,3.6,Sapling,化香,PS,6.8,3.4,1.4,20.5,50.2
15,2540,化香,6,Adult,化香,PS,8.6,4,1.9,20,55.5
16,2541,化香,8.6,Adult,化香,PS,8.4,3.5,3.45,32,56.7
16,2542,化香,4.8,Sapling,化香,PS,8.5,6.3,2.75,22.7,56.6
16,2543,化香,5.8,Adult,化香,PS,9.4,3.8,3.85,25.7,58.1
16,2544,光皮桦,14,Adult,光皮桦,BL,14,2.5,8.7,28.7,56.1
16,2545,化香,4.7,Sapling,化香,PS,7.6,1.3,2.6,28.7,56
16,2546,化香,6.7,Adult,化香,PS,8.5,2,3.75,30.9,56
16,2547,化香,9,Adult,化香,PS,9.8,1.4,4.25,30.9,56.1
16,2548,化香,3.7,Sapling,化香,PS,4.8,2.5,1.1,31.5,56.2
16,2549,化香,8.6,Adult,化香,PS,10.5,3.8,2.75,33.8,57.5
16,2550,化香,4.9,Sapling,化香,PS,8.6,2,3.3,36,58.3
16,2551,光皮桦,10.2,Adult,光皮桦,BL,13.2,8.4,4.35,37.5,56.8
16,2552,枫香,9,Adult,枫香,LF,10.5,1.3,6.35,39.5,58
16,2553,光皮桦,14.1,Adult,光皮桦,BL,13.8,6,7.6,39.5,59.4
16,2554,化香,9.2,Adult,化香,PS,10.8,4.8,4.35,32.3,60
16,2555,化香,3.4,Sapling,化香,PS,6.5,2.4,2.65,31.1,59.4
16,2556,枫香,7.8,Adult,枫香,LF,9.9,3.2,3.2,30,59
16,2557,化香,4.9,Sapling,化香,PS,8.2,1.9,2.05,27.8,59.5
19,2558,光皮桦,13.9,Adult,光皮桦,BL,15,6.8,7.4,82,59.6
16,2559,化香,5.1,Adult,化香,PS,8.3,4,2.55,23.2,57.8
16,2560,化香,5,Adult,化香,PS,8.2,2.8,2.55,22.3,57.9
16,2561,化香,6.9,Adult,化香,PS,8.7,4.2,2.3,20.8,57.6
16,2562,化香,3.2,Sapling,化香,PS,5.3,2.4,2.65,20.9,59.8
16,2563,光皮桦,16.2,Adult,光皮桦,BL,16.2,13.2,3.1,40,41.5
17,2564,化香,3.8,Sapling,化香,PS,10.5,9.5,2.35,47.3,41.5
17,2565,化香,3.8,Sapling,化香,PS,7.2,2.3,0.55,47.4,41.5
17,2566,光皮桦,5.2,Adult,光皮桦,BL,12.9,10.8,2.6,47.4,41.4
17,2567,枫香,22.3,Adult,枫香,LF,18.2,4.1,7.2,47.6,41.7
17,2568,枫香,18.1,Adult,枫香,LF,17.3,3.5,5.95,47.8,41.7
17,2569,光皮桦,5.9,Adult,光皮桦,BL,14.9,2.7,2.75,49.2,43.4
17,2570,枫香,12.3,Adult,枫香,LF,16.1,4.9,3.2,51,41.6
17,2571,枫香,15.5,Adult,枫香,LF,15.9,8.4,3.7,51,41.8
17,2572,枫香,13.9,Adult,枫香,LF,15.3,7.2,3.05,51.2,41.8
17,2573,光皮桦,3.2,Sapling,光皮桦,BL,10.8,3.2,2.45,52.7,41.6
17,2574,化香,4.7,Sapling,化香,PS,9.9,3.1,2.4,52.2,43.1
17,2575,化香,3.5,Sapling,化香,PS,4.5,2.8,1.95,52.4,43.1
17,2576,化香,4.7,Sapling,化香,PS,11.3,4.2,2.45,57.2,40.5
17,2577,盐肤木,5.7,Adult,其它树种,Others,9.8,3.1,2.05,58.1,41.9
17,2578,化香,3.5,Sapling,化香,PS,4.8,1.8,1.7,59.7,44.2
17,2579,化香,4.6,Sapling,化香,PS,8.3,2.8,2.25,59.7,44.3
17,2580,化香,2.4,Sapling,化香,PS,3.2,1.1,1.1,59.6,44.8
17,2581,光皮桦,18.2,Adult,光皮桦,BL,14.2,5.3,3.35,58.1,45.2
17,2582,化香,3.8,Sapling,化香,PS,7.9,7,1.55,56,46.2
17,2583,枫香,4.6,Sapling,枫香,LF,3.9,1.2,0.45,51,49
17,2584,枫香,15.9,Adult,枫香,LF,15.8,3.9,3.2,47.1,49.2
17,2585,枫香,9.6,Adult,枫香,LF,6.6,2.8,2.8,46.6,49.1
17,2586,光皮桦,11.2,Adult,光皮桦,BL,14.9,8.9,4.1,46.5,45.8
17,2587,化香,4.2,Sapling,化香,PS,4.8,1.8,2.6,40.7,44.7
17,2588,化香,5.3,Adult,化香,PS,9.3,1.7,2.55,41.8,42.6
17,2589,化香,2.8,Sapling,化香,PS,4.3,1.7,1.05,40.5,44.8
17,2590,化香,3.5,Sapling,化香,PS,5.1,1.5,2.85,40.5,44.7
17,2591,化香,3.4,Sapling,化香,PS,5.3,1.7,2.55,40.5,45
17,2592,化香,2.9,Sapling,化香,PS,4.3,1.2,1.35,41.1,45.1
17,2593,化香,3.5,Sapling,化香,PS,4,1.8,2.9,40.1,46.2
17,2594,化香,6,Adult,化香,PS,8.5,2.1,2.75,40.8,46.4
17,2596,化香,10.2,Adult,化香,PS,9.3,5.2,2.65,41.4,46.5
17,2597,化香,3.6,Sapling,化香,PS,5.6,2.3,2,43.6,45.2
17,2598,光皮桦,12.4,Adult,光皮桦,BL,10.2,5.3,3,43.6,46.3
17,2599,化香,4.6,Sapling,化香,PS,4.8,2.3,1.85,43.5,45.6
17,2600,化香,5.8,Adult,化香,PS,4.9,2.9,2.65,40.5,47.1
17,2601,化香,4.1,Sapling,化香,PS,4.9,2.8,2.35,43.2,47.1
17,2602,光皮桦,16.9,Adult,光皮桦,BL,14.5,8.9,2.95,45.1,47.6
17,2603,枫香,6.4,Adult,枫香,LF,12.8,3.9,2.65,49.8,49.5
17,2604,化香,5.6,Adult,化香,PS,12.3,5.3,2.45,53.2,48.9
17,2605,化香,3.4,Sapling,化香,PS,4.6,3.1,1.35,53.4,48.9
17,2606,化香,3.8,Sapling,化香,PS,4.9,1.7,1.65,53.4,49.6
17,2607,化香,4.2,Sapling,化香,PS,4.8,2.3,1.75,54,49.6
17,2608,盐肤木,6.4,Adult,其它树种,Others,5.3,3.9,1.75,54.2,49.6
17,2609,化香,4.2,Sapling,化香,PS,4.6,2.1,1,55.4,50.8
17,2610,盐肤木,3.8,Sapling,其它树种,Others,4.5,2.2,0.85,59.5,48.9
17,2611,光皮桦,10.8,Adult,光皮桦,BL,11,6.8,3.2,59.5,51.4
17,2612,香樟,3.5,Sapling,其它树种,Others,3.2,1.5,2.45,60,53.5
17,2613,化香,5.2,Adult,化香,PS,6.2,3.4,1.75,58.6,51.6
17,2614,光皮桦,8.1,Adult,光皮桦,BL,10.2,4.2,2.9,57,51.5
17,2615,光皮桦,9.7,Adult,光皮桦,BL,12.1,3.2,3.05,55,50
17,2616,光皮桦,6.2,Adult,光皮桦,BL,11.3,1.8,4.35,57.8,50.2
17,2617,光皮桦,17.8,Adult,光皮桦,BL,4.1,2.3,1.2,57.2,50.2
17,2618,光皮桦,16.4,Adult,光皮桦,BL,15.2,9.1,5.7,55.1,50
17,2619,化香,4.9,Sapling,化香,PS,6.3,1.8,2.1,54,51
17,2620,光皮桦,4.6,Sapling,光皮桦,BL,6.7,3.2,0.45,54,51.5
17,2621,化香,5.8,Adult,化香,PS,6.3,2.3,2.75,51,56
17,2622,光皮桦,16.3,Adult,光皮桦,BL,15.6,11.3,4.05,50.2,57.3
17,2623,光皮桦,14.2,Adult,光皮桦,BL,12.1,9.9,6.8,59.5,52.4
17,2624,光皮桦,5.6,Adult,光皮桦,BL,10,8.9,1.25,49.2,56.3
17,2625,光皮桦,5.2,Adult,光皮桦,BL,9.8,4.2,1.5,49,56.7
17,2626,枫香,24.8,Adult,枫香,LF,15.3,8.1,8.1,49.2,56.6
17,2627,光皮桦,13.2,Adult,光皮桦,BL,15.1,10.1,5.2,48.5,56.7
17,2628,光皮桦,5.6,Adult,光皮桦,BL,9.3,4.9,2.15,48,56.7
17,2629,光皮桦,18.4,Adult,光皮桦,BL,15.8,10.2,4.05,44.2,56.2
17,2630,盐肤木,9.2,Adult,其它树种,Others,8.9,7.1,1.15,43.9,56.4
17,2631,光皮桦,6.8,Adult,光皮桦,BL,9.1,7.8,3.05,43.2,55.8
17,2632,光皮桦,17.4,Adult,光皮桦,BL,16.2,10.1,6,43.5,56.3
17,2633,化香,3.1,Sapling,化香,PS,4.1,1.2,2.4,43.5,56.5
17,2635,光皮桦,7.9,Adult,光皮桦,BL,10.3,8.2,3.25,40.9,57.2
17,2636,枫香,3.1,Sapling,枫香,LF,3.2,1.1,4,40.2,58.8
17,2637,化香,5.6,Adult,化香,PS,4.2,1.8,1.85,42,59
17,2638,光皮桦,15.6,Adult,光皮桦,BL,11.2,9.3,3.15,43.1,58.2
17,2639,枫香,3.4,Sapling,枫香,LF,4.3,1.9,1.95,44.2,58.3
17,2640,枫香,2.8,Sapling,枫香,LF,4.1,1.3,2.5,44.1,58.4
17,2641,光皮桦,5.2,Adult,光皮桦,BL,4.3,2.2,1,44.6,59.5
17,2642,光皮桦,5.8,Adult,光皮桦,BL,7.8,4.5,3.1,45.3,58.7
17,2643,光皮桦,9.5,Adult,光皮桦,BL,10.4,6.3,2.6,49.2,58.3
17,2644,光皮桦,10.6,Adult,光皮桦,BL,14.9,9.3,4.15,49.6,59.7
17,2645,杜鹃,4.6,Sapling,其它树种,Others,3.1,0.8,1.5,50.8,59.8
17,2646,化香,7.2,Adult,化香,PS,8.5,3.1,3.05,51.7,59.6
17,2647,化香,3.1,Sapling,化香,PS,4.5,1.9,1.25,52.1,59.6
17,2648,光皮桦,9.2,Adult,光皮桦,BL,11.3,9.8,2.8,52.1,57.4
17,2649,光皮桦,10,Adult,光皮桦,BL,10.9,8.9,3.55,52.3,57.8
17,2650,光皮桦,10.6,Adult,光皮桦,BL,11.2,9.3,4.3,52.3,59.2
17,2651,山胡椒,4.2,Sapling,其它树种,Others,5.1,2.3,1.35,52.5,59.8
17,2652,山胡椒,4.8,Sapling,其它树种,Others,5.1,3.2,2.85,53.1,58.8
17,2653,山胡椒,3.9,Sapling,其它树种,Others,4.7,2.3,2.3,53.2,58.7
17,2654,化香,7.2,Adult,化香,PS,9.8,4.1,3.1,54.3,59.5
17,2655,化香,5.3,Adult,化香,PS,8.3,5.8,2.4,55.1,57.9
17,2656,山杨,4.2,Sapling,山杨,PD,4.3,2.7,0.85,55.1,59.5
17,2657,化香,7.2,Adult,化香,PS,6.1,4.3,2.7,54.8,60
17,2658,化香,6.2,Adult,化香,PS,9.8,3.1,2.4,58,59
17,2659,光皮桦,13.5,Adult,光皮桦,BL,10.8,6.5,4.85,59,59
17,2660,化香,5.8,Adult,化香,PS,6.2,4.9,2.25,59.5,58
17,2661,化香,4.9,Sapling,化香,PS,7.8,4.5,3.1,59,58.5
17,2662,化香,4.9,Sapling,化香,PS,5.3,4.9,2.9,60,59
18,2663,光皮桦,9.7,Adult,光皮桦,BL,11.8,2.3,4.2,60.4,42.8
18,2664,化香,6,Adult,化香,PS,8.5,2.4,2.95,61.8,42.6
18,2665,化香,3.3,Sapling,化香,PS,4.8,2.2,2.65,61.9,42.7
18,2666,光皮桦,4.5,Sapling,光皮桦,BL,10.5,2.6,4.95,62.8,41.6
18,2667,化香,4,Sapling,化香,PS,4.5,1.2,2.85,64.3,43
18,2668,化香,5.5,Adult,化香,PS,7.8,3.2,3.05,64.3,42.2
18,2669,化香,3.4,Sapling,化香,PS,4.8,1.7,2.25,65.2,43.2
18,2670,化香,3.8,Sapling,化香,PS,7.4,2.3,2.65,66.2,42.8
18,2671,化香,4.6,Sapling,化香,PS,5.3,2.2,2.45,65.8,42
18,2672,化香,5.4,Adult,化香,PS,5.4,1.6,3,65.8,42.1
18,2673,化香,5,Adult,化香,PS,7.5,2.1,2.9,66,42.4
18,2675,化香,3.8,Sapling,化香,PS,4.2,1.2,1.3,66.8,43.7
18,2676,化香,3.7,Sapling,化香,PS,4.3,1.3,1.45,67.3,43.7
18,2677,马尾松,4.3,Sapling,马尾松,PM,5.2,1.6,1.3,67.6,40.5
18,2678,马尾松,4.8,Sapling,马尾松,PM,4.8,1.3,2.05,71.4,40.8
18,2679,化香,3.4,Sapling,化香,PS,5,2.1,1.4,71.9,41.4
18,2680,马尾松,4.5,Sapling,马尾松,PM,3.8,1.1,1.15,74,40.5
18,2681,盐肤木,5.1,Adult,其它树种,Others,6,1.2,2.55,77.3,41.8
18,2682,桤木,4.2,Sapling,其它树种,Others,6.4,3,2.05,75.4,45.6
18,2683,枫香,8.8,Adult,枫香,LF,9.8,1.7,3.95,72.6,43.3
18,2684,枫香,4.7,Sapling,枫香,LF,6.8,1.1,2.2,72.5,43.2
18,2685,马尾松,6.7,Adult,马尾松,PM,7.2,1.8,3.65,72.5,45.7
18,2686,化香,5.5,Adult,化香,PS,6.2,0.5,3.3,70,43.5
18,2687,化香,4.6,Sapling,化香,PS,7,2.1,3.05,69.2,44.8
18,2688,光皮桦,5.7,Adult,光皮桦,BL,5.6,1.3,3.1,69.2,44.9
18,2689,化香,5.8,Adult,化香,PS,7.2,2.3,3.2,68.4,44.5
18,2690,化香,3.4,Sapling,化香,PS,6.3,2.2,1.5,64.8,46.7
18,2692,化香,4.7,Sapling,化香,PS,8.2,3.4,3,61.8,46.8
18,2693,枫香,6.7,Adult,枫香,LF,9.8,3,4.15,60.1,47.8
18,2694,枫香,5.7,Adult,枫香,LF,7.6,2.3,2.7,60.9,48.5
18,2695,山杨,4.8,Sapling,山杨,PD,8.4,2.7,4.05,64.1,48.3
18,2696,香樟,4.2,Sapling,其它树种,Others,3.4,0.6,1.2,65.9,46.7
18,2697,化香,2.9,Sapling,化香,PS,3.6,2.3,1.55,65.9,48
18,2698,化香,4.6,Sapling,化香,PS,7.6,1.2,2.75,65.9,48.1
18,2699,山杨,6.1,Adult,山杨,PD,9.5,3.2,3.45,67.7,47.7
18,2700,化香,6.3,Adult,化香,PS,8.9,3.1,4.9,67.9,48.5
18,2701,山杨,4.4,Sapling,山杨,PD,7.6,4,1.8,68,47.7
18,2702,化香,4,Sapling,化香,PS,7.8,4.2,2.4,68.5,49.1
18,2703,化香,8.1,Adult,化香,PS,12.4,2.6,3.05,69,48.4
18,2704,化香,3.1,Sapling,化香,PS,3.9,1.6,3.65,68.9,48.4
18,2705,化香,7.2,Adult,化香,PS,10.5,1.7,3.3,69.1,47.8
18,2706,马尾松,6.5,Adult,马尾松,PM,7.2,1.8,2.75,72.4,48.4
18,2707,光皮桦,9.1,Adult,光皮桦,BL,10.8,3.4,5,73.7,48.5
18,2708,化香,6.3,Adult,化香,PS,9.5,3,1.5,74.9,48.7
18,2709,化香,4,Sapling,化香,PS,7.6,2.4,2.4,74.8,48.6
18,2710,马尾松,11.2,Adult,马尾松,PM,12,3.1,2.9,75.3,47.9
18,2711,马尾松,15,Adult,马尾松,PM,9.8,0.7,4.9,75.7,45.8
18,2712,化香,6.4,Adult,化香,PS,8.7,3.5,2.8,77.2,46
18,2713,化香,5.5,Adult,化香,PS,7.6,3.2,3.2,77.2,45.8
18,2714,化香,3.5,Sapling,化香,PS,6,1.1,2.05,77.5,45.8
18,2715,马尾松,5.3,Adult,马尾松,PM,5.2,0.4,3.9,78.9,51.2
18,2716,山胡椒,4.3,Sapling,其它树种,Others,5.6,2.8,3.35,79.3,51
18,2717,化香,7.4,Adult,化香,PS,10.2,2.3,4.3,79.9,50.5
18,2718,山胡椒,5.6,Adult,其它树种,Others,7.8,3,3.4,79,52.5
18,2719,马尾松,12.8,Adult,马尾松,PM,8.6,2,4.45,78.9,52.6
18,2720,马尾松,14.8,Adult,马尾松,PM,9.5,2.1,5.45,74.5,54.1
18,2721,山胡椒,3.6,Sapling,其它树种,Others,4.8,2.2,2,76.7,53.9
18,2722,化香,7.8,Adult,化香,PS,8.6,3.4,3.8,73.8,51.5
18,2723,化香,4.9,Sapling,化香,PS,6.4,2.8,3.25,73.8,51.4
18,2724,马尾松,12.4,Adult,马尾松,PM,9.4,1.6,4.2,71.6,51.4
18,2725,化香,7.3,Adult,化香,PS,9.8,4,3.15,70.1,51.4
18,2726,化香,7.9,Adult,化香,PS,8.9,4.2,3.8,69.3,52.6
18,2727,化香,6,Adult,化香,PS,8,3.8,3.35,68,51.1
18,2728,化香,3,Sapling,化香,PS,5.2,3.5,2.6,68,51
18,2729,化香,7,Adult,化香,PS,9.4,3.1,3.95,68,50.9
18,2730,化香,5.2,Adult,化香,PS,7.4,2.8,3.2,67.5,50.9
18,2731,光皮桦,8,Adult,光皮桦,BL,10.5,3,5.35,65.3,50.4
18,2732,枫香,5.9,Adult,枫香,LF,8.9,1.2,5.25,64.2,48.9
18,2733,山杨,11.3,Adult,山杨,PD,8.2,4.8,2.2,63.7,49
18,2734,化香,3.7,Sapling,化香,PS,4.8,1.2,3.5,63.5,48.2
18,2735,化香,7.2,Adult,化香,PS,8.3,3.2,3.6,62.2,48.3
18,2736,马尾松,3.5,Sapling,马尾松,PM,2.8,1.2,1.4,63,49.7
18,2737,盐肤木,3.6,Sapling,其它树种,Others,4.2,1.8,2,63.2,52.5
18,2738,光皮桦,6.5,Adult,光皮桦,BL,9.6,4.5,3.25,63.3,52.6
18,2739,化香,3.8,Sapling,化香,PS,6.2,1.6,2.05,71.3,53.5
18,2740,化香,3.9,Sapling,化香,PS,7.8,3.6,3.3,71.3,53.4
18,2741,化香,4.9,Sapling,化香,PS,7.6,3.8,2.55,71.5,53.5
18,2742,化香,6.3,Adult,化香,PS,8.9,3.5,3,73,52.3
18,2743,化香,6,Adult,化香,PS,8.4,3.4,4.3,73,52
18,2744,马尾松,5.3,Adult,马尾松,PM,7.5,1.3,1.85,73.8,53
18,2745,枫香,11.3,Adult,枫香,LF,12.3,1.6,6.2,79.5,56
18,2746,化香,3.7,Sapling,化香,PS,7,1.4,0.9,77.5,54.4
18,2747,化香,15.1,Adult,化香,PS,10.5,2,7.45,77.5,54.5
18,2748,马尾松,10.4,Adult,马尾松,PM,8.5,1.4,3.6,76.5,57
18,2749,化香,7.1,Adult,化香,PS,8.7,1.9,4.5,76.5,59.8
18,2750,光皮桦,4.3,Sapling,光皮桦,BL,6.8,1.5,2.75,72.5,59.8
18,2751,马尾松,4.9,Sapling,马尾松,PM,4.8,0.8,1.95,72,58.9
18,2752,化香,5.7,Adult,化香,PS,7.6,4.2,2.75,71.5,60
18,2753,化香,3.5,Sapling,化香,PS,6,3.8,2.85,71.5,57.4
18,2754,化香,5.4,Adult,化香,PS,7.9,4.2,2.95,71.5,57.3
18,2755,马尾松,7.4,Adult,马尾松,PM,8.6,1.6,4.3,69.5,59.5
18,2756,盐肤木,4.2,Sapling,其它树种,Others,6.2,3.8,2.1,67,57.3
18,2757,马桑,3.3,Sapling,其它树种,Others,3.8,1.2,1.6,65.5,57.3
18,2758,马桑,3.6,Sapling,其它树种,Others,2.3,1,1.2,65.5,57.25
18,2759,化香,4.6,Sapling,化香,PS,5.8,3.2,1.4,65.8,57.2
18,2760,香樟,4.4,Sapling,其它树种,Others,5.2,0.6,1.45,67.2,54.5
18,2761,枫香,5.1,Adult,枫香,LF,7.4,1,2.4,65.8,60
18,2762,枫香,4.1,Sapling,枫香,LF,6.8,1.2,4.35,64.8,60
18,2763,马尾松,3,Sapling,马尾松,PM,6.8,0.2,2.4,65.5,57.2
18,2764,化香,3.8,Sapling,化香,PS,7.8,2.4,2.4,64.3,56.8
18,2765,化香,6,Adult,化香,PS,8.5,3.2,4.15,64.4,56.7
18,2766,香樟,3.2,Sapling,其它树种,Others,6.5,1,1.55,63.8,54.5
18,2767,光皮桦,4.1,Sapling,光皮桦,BL,11.8,3,5.35,60.5,56.3
18,2768,化香,2.7,Sapling,化香,PS,3.5,1.7,1.35,80,41.2
19,2769,马尾松,16.3,Adult,马尾松,PM,7.5,3.1,3.45,81.2,41.3
19,2770,鼠刺,4.5,Sapling,其它树种,Others,2.8,0.7,1.8,80.5,42.3
19,2771,鼠刺,2.3,Sapling,其它树种,Others,1.7,0.9,1.05,80.7,43.1
19,2772,盐肤木,4.1,Sapling,其它树种,Others,4.8,3,2.2,82,41.8
19,2773,马尾松,2.8,Sapling,马尾松,PM,4.2,3.1,2.4,82.5,41.3
19,2774,马尾松,6.2,Adult,马尾松,PM,4.1,2.9,1.9,83.9,41.1
19,2775,山杨,8.1,Adult,山杨,PD,12.1,1.8,4.85,84.2,41.5
19,2776,枫香,8.3,Adult,枫香,LF,10.2,3.1,2.75,84.2,41.3
19,2777,光皮桦,9.2,Adult,光皮桦,BL,9.8,6.3,2.85,84.2,40.5
19,2778,盐肤木,7.8,Adult,其它树种,Others,6.8,2.1,3.25,85.1,43.2
19,2779,光皮桦,2.8,Sapling,光皮桦,BL,6.3,2.1,1.8,95.3,41.5
19,2781,光皮桦,9.2,Adult,光皮桦,BL,10.1,4.2,3.05,96,45.3
19,2782,鼠刺,3.8,Sapling,其它树种,Others,2.5,0.8,1.95,96.1,45.4
19,2783,化香,5.4,Adult,化香,PS,6.8,1.5,2.85,97.3,41.6
19,2784,马尾松,7.8,Adult,马尾松,PM,9,1.7,2.65,98.6,42.1
19,2785,光皮桦,17.5,Adult,光皮桦,BL,10.6,3.2,5.3,99,44.2
19,2786,马尾松,7.1,Adult,马尾松,PM,4.2,0.5,2.2,99,49
19,2787,光皮桦,5.6,Adult,光皮桦,BL,6.2,3.9,2.3,99.6,50.1
19,2788,马尾松,7.8,Adult,马尾松,PM,5,0.5,2.7,98.1,49.5
19,2789,马尾松,8.4,Adult,马尾松,PM,4.5,0.8,2.8,97.6,49
19,2790,马尾松,2.8,Sapling,马尾松,PM,4.1,1.8,2.2,89.6,49
19,2791,马尾松,7.8,Adult,马尾松,PM,5.6,1.7,2.85,88.5,48.6
19,2792,盐肤木,4.8,Sapling,其它树种,Others,4.8,1.5,2.1,84.8,47.1
19,2793,马尾松,4.8,Sapling,马尾松,PM,4.3,2.1,2.65,84.2,48.5
19,2794,枫香,2.6,Sapling,枫香,LF,4.5,2.3,2.65,80.8,49.3
19,2795,枫香,6.9,Adult,枫香,LF,6.8,1.7,2.9,81,49.4
19,2796,枫香,3.1,Sapling,枫香,LF,2.8,1.3,1.95,81,49.2
19,2797,化香,8.2,Adult,化香,PS,10.1,3.2,3.85,81.2,50.1
19,2798,化香,4.2,Sapling,化香,PS,6.1,5.5,1.9,81.3,50.5
19,2799,化香,5.6,Adult,化香,PS,5.3,4,2.5,81.3,50.7
19,2800,马尾松,4.8,Sapling,马尾松,PM,4.2,0.5,1.3,81.8,50.6
19,2801,马尾松,4.2,Sapling,马尾松,PM,4.8,1.2,2.55,84.3,50.2
19,2802,光皮桦,5.2,Adult,光皮桦,BL,5.6,2,1.7,88.4,51.5
19,2803,盐肤木,5.8,Adult,其它树种,Others,4.3,2.2,2.45,88.9,53.9
19,2804,杜鹃,2.6,Sapling,其它树种,Others,3,0.9,0.65,90.1,52.1
19,2805,马尾松,5.4,Adult,马尾松,PM,4.2,1.3,2.45,89.5,53.1
19,2806,化香,11.4,Adult,化香,PS,13.2,1.9,4.65,88.5,53.2
19,2807,化香,5.8,Adult,化香,PS,5.9,1.3,2.65,82.1,53.8
19,2808,化香,4.2,Sapling,化香,PS,5.2,4.1,2.3,80.8,54
19,2809,化香,2.9,Sapling,化香,PS,4.2,3,1.35,80.5,54
19,2810,光皮桦,11.3,Adult,光皮桦,BL,12.1,5.9,4.25,80.5,56.1
19,2811,化香,7.2,Adult,化香,PS,8.9,3.1,3.15,81.5,57
19,2812,盐肤木,5.8,Adult,其它树种,Others,6.3,2.4,2.7,83.1,56.4
19,2813,化香,3.8,Sapling,化香,PS,6.2,3.8,2.9,83.1,56.8
19,2814,马尾松,9.2,Adult,马尾松,PM,5.6,0.8,2.55,90.6,55.4
19,2815,马尾松,11.2,Adult,马尾松,PM,5.8,1.2,2.5,91.2,56.7
19,2816,化香,3.1,Sapling,化香,PS,4.1,1.4,1.6,91.1,56.9
19,2817,马尾松,9.6,Adult,马尾松,PM,5.1,1.5,1.8,92.5,56.2
19,2818,马尾松,5.2,Adult,马尾松,PM,3.3,1.4,2.15,98.2,57.8
19,2819,盐肤木,5.2,Adult,其它树种,Others,5.1,2.9,1.45,98.5,57.6
19,2820,化香,8.2,Adult,化香,PS,7.2,2.3,3,98.2,57.1
19,2821,化香,7.8,Adult,化香,PS,6.2,2.9,2.55,98,57.1
19,2822,化香,17,Adult,化香,PS,12.1,1.8,4.55,99.5,57.6
19,2823,化香,5.2,Adult,化香,PS,12.1,3.9,2.85,100,58
19,2824,化香,7.1,Adult,化香,PS,6.9,3.9,3,99.5,58.4
19,2825,盐肤木,2.9,Sapling,其它树种,Others,4.7,1.1,1.5,99.2,59
19,2826,化香,7.8,Adult,化香,PS,7.2,4.3,2.55,99.5,59.2
19,2827,马尾松,15.6,Adult,马尾松,PM,10.1,0.8,4.3,99.5,60
19,2828,化香,11.3,Adult,化香,PS,8.9,2.1,5.4,97.2,59.5
19,2829,光皮桦,6.7,Adult,光皮桦,BL,8.8,2,3.55,96.2,59
19,2830,山杨,10.5,Adult,山杨,PD,6.8,4.9,2.85,96.1,58.2
19,2831,光皮桦,7.8,Adult,光皮桦,BL,6,1.8,2.85,91,57.6
