plot,tree.id,species,dbh, type,class,sp.code,ht,hcb,cw,x,y
10,2181,马尾松,4.9,Sapling,马尾松,PM,11.6,2.2,4.05,96.4,39.1
10,2182,光皮桦,10.4,Adult,光皮桦,BL,11.2,8.4,4,98.5,39.5
10,2183,马尾松,4.7,Sapling,马尾松,PM,4.8,1.6,2.25,99.8,38.3
11,2184,化香,3.7,Sapling,化香,PS,4.9,1.5,2.65,60.3,20.7
11,2185,光皮桦,9.8,Adult,光皮桦,BL,12,6.3,3.4,61,21.7
11,2186,化香,6.8,Adult,化香,PS,9,7.2,1.9,61.2,21.7
11,2187,光皮桦,8.1,Adult,光皮桦,BL,9.2,8.7,2.6,63,21.4
11,2188,光皮桦,4.2,Sapling,光皮桦,BL,7,2.2,1.7,63.2,21
11,2189,楤木,3.3,Sapling,其它树种,Others,6,5.9,1.2,67.6,22
11,2190,光皮桦,13.4,Adult,光皮桦,BL,8.4,5.8,4.2,68.3,22
11,2191,石楠,4.7,Sapling,其它树种,Others,5.2,3.1,2.45,70.3,22.2
11,2192,马尾松,12.8,Adult,马尾松,PM,7.8,1.9,3.4,72.3,22
11,2193,化香,6.5,Adult,化香,PS,6.1,2.3,1.8,72.8,22.4
11,2194,化香,4.2,Sapling,化香,PS,4.8,2.1,1.1,73.8,20.4
11,2195,马尾松,5.6,Adult,马尾松,PM,6.2,1.8,2.7,74.8,21
11,2196,化香,6.7,Adult,化香,PS,7.6,2.3,1.7,74.8,21.7
11,2197,马尾松,5.9,Adult,马尾松,PM,7.4,2.3,1.25,76.8,21.5
11,2198,枫香,4.2,Sapling,枫香,LF,4.6,1.9,1.75,67.3,21.7
11,2199,枫香,3.4,Sapling,枫香,LF,5.4,1.6,1.95,78.2,21.4
11,2200,山杨,3.1,Sapling,山杨,PD,4.2,3.8,1.4,78.2,21.5
11,2201,马尾松,8.4,Adult,马尾松,PM,5.8,0.9,2.1,79.5,22.1
11,2202,马尾松,13.8,Adult,马尾松,PM,8.8,5.7,2.4,77.6,27.2
11,2203,冻绿,2.7,Sapling,其它树种,Others,2.3,1.4,1.5,75.6,27.2
11,2204,马尾松,14.2,Adult,马尾松,PM,6.8,1.5,4.35,74.6,26.5
11,2205,光皮桦,11.3,Adult,光皮桦,BL,8.2,6.7,4.65,74.7,21.3
11,2206,光皮桦,7.4,Adult,光皮桦,BL,7.1,6.3,3.3,75.7,21.1
11,2207,光皮桦,5.6,Adult,光皮桦,BL,6.4,6.1,1.35,74.7,23.8
11,2208,光皮桦,4.4,Sapling,光皮桦,BL,5.1,4.8,1.25,75.5,24
11,2209,化香,6.8,Adult,化香,PS,5.6,4.5,3.2,78.2,24
11,2210,光皮桦,4.8,Sapling,光皮桦,BL,7.3,5.8,2.15,60.5,25.2
11,2211,化香,5.8,Adult,化香,PS,8.2,1.5,1.55,61,25.3
11,2212,光皮桦,3.8,Sapling,光皮桦,BL,6.1,5.8,1.5,61.2,25.3
11,2213,光皮桦,8.9,Adult,光皮桦,BL,6.1,5.2,2.7,61.2,25.4
11,2214,化香,6.9,Adult,化香,PS,7.4,5.8,2.65,61.5,25.7
11,2215,光皮桦,4.5,Sapling,光皮桦,BL,6.8,4.5,2.1,60.5,26.4
11,2216,化香,9,Adult,化香,PS,8.4,5.2,2.65,61,26.6
11,2217,光皮桦,7.5,Adult,光皮桦,BL,9.3,8.4,2.05,61,27.2
11,2218,化香,5.3,Adult,化香,PS,5.4,1.6,2.55,61.2,27.1
11,2219,楤木,3.6,Sapling,其它树种,Others,6.3,5.9,1.2,61.9,26.1
11,2220,光皮桦,3.9,Sapling,光皮桦,BL,9,7.2,2,62,36
11,2221,光皮桦,4.5,Sapling,光皮桦,BL,9.6,8.5,2.35,62.1,36
11,2222,光皮桦,5.9,Adult,光皮桦,BL,8.9,7.8,2.9,62.7,36
11,2223,光皮桦,7.8,Adult,光皮桦,BL,10.2,8.7,2.05,62.7,36.2
11,2224,光皮桦,9.5,Adult,光皮桦,BL,8.2,6.4,2.65,63.3,36.2
11,2225,光皮桦,10.4,Adult,光皮桦,BL,8,4.2,3.8,63.1,23
11,2226,化香,4.6,Sapling,化香,PS,6.1,3.4,1.5,66.1,23.5
11,2227,盐肤木,5.1,Adult,其它树种,Others,6.2,3.9,2.6,66.8,23.5
11,2228,香樟,4.5,Sapling,其它树种,Others,3.9,1.9,2.5,68.8,24.5
11,2229,化香,4.1,Sapling,化香,PS,4.5,3.8,2,79.9,39.2
11,2230,化香,4.7,Sapling,化香,PS,4.2,1.9,2.6,79.2,37.3
12,2232,光皮桦,5.2,Adult,光皮桦,BL,8.4,3,1.8,42.5,23.4
12,2233,化香,4.6,Sapling,化香,PS,7.2,1.4,2.15,45,20.6
12,2234,光皮桦,4.2,Sapling,光皮桦,BL,8,2.5,1.65,52.5,22.5
12,2235,枫香,3.2,Sapling,枫香,LF,3.5,1,1.15,52.8,22.5
12,2236,光皮桦,6.4,Adult,光皮桦,BL,9.7,5,2.2,52.8,22.4
12,2237,光皮桦,9.2,Adult,光皮桦,BL,11.5,6.2,2.65,53.9,22.4
12,2238,光皮桦,7.6,Adult,光皮桦,BL,10.8,5.4,4.15,54,22.6
12,2239,山檀,3.2,Sapling,其它树种,Others,4.8,0.4,1.35,55.8,22
12,2240,枫香,9.2,Adult,枫香,LF,8.7,2.4,2.8,56,22.5
12,2241,枫香,12.4,Adult,枫香,LF,9,2.5,3.5,56.2,22.5
12,2242,化香,3.4,Sapling,化香,PS,3.6,1.9,2.15,58.1,36
12,2243,光皮桦,4.2,Sapling,光皮桦,BL,9.5,4.6,1.8,56.8,25.2
12,2244,光皮桦,5.6,Adult,光皮桦,BL,7.7,1,1.15,56.7,25.3
12,2245,光皮桦,5.2,Adult,光皮桦,BL,9.8,4.2,2.25,51.2,23.8
12,2246,光皮桦,6.1,Adult,光皮桦,BL,10.5,3.5,1.85,49,23
12,2247,光皮桦,9.6,Adult,光皮桦,BL,11.6,6,2.7,46.2,22.8
12,2248,光皮桦,5.2,Adult,光皮桦,BL,9.8,3.4,3.2,44.8,22.5
12,2249,光皮桦,7.2,Adult,光皮桦,BL,10.5,4.2,2.6,44,23.2
12,2250,山杨,5.9,Adult,山杨,PD,7.8,2.3,3.15,41.5,24
12,2251,光皮桦,10.8,Adult,光皮桦,BL,12.8,4.5,5.6,42.8,26.2
12,2252,枫香,4.9,Sapling,枫香,LF,5.4,2.2,3.8,43,27.3
12,2253,光皮桦,10.9,Adult,光皮桦,BL,12.5,4,4.5,44,26.3
12,2254,光皮桦,3.8,Sapling,光皮桦,BL,7.5,1.3,2.55,46.8,27.2
12,2255,枫香,4.1,Sapling,枫香,LF,4.7,2.8,2.25,47.5,27.2
12,2256,化香,6.3,Adult,化香,PS,7.5,1.4,3.4,47.5,28
12,2257,光皮桦,5.8,Adult,光皮桦,BL,9.8,3.5,2.6,48.8,26
12,2258,光皮桦,20.7,Adult,光皮桦,BL,13.5,6.2,8.7,47.5,28.3
12,2259,枫香,6.2,Adult,枫香,LF,9.4,2.4,3.25,47.5,30.3
12,2260,光皮桦,9.5,Adult,光皮桦,BL,10.8,2.8,3.2,48.5,31.5
12,2261,枫香,2.9,Sapling,枫香,LF,5,1,2.05,51,31
12,2262,枫香,10.5,Adult,枫香,LF,11.3,1.4,5.5,51,31.9
12,2263,枫香,3,Sapling,枫香,LF,3.9,1.6,1.5,50.9,31.8
12,2264,枫香,3,Sapling,枫香,LF,7.8,0.6,1.15,50.9,31.7
12,2265,光皮桦,10,Adult,光皮桦,BL,9.8,2.8,4.75,54.5,27.3
12,2266,化香,7.1,Adult,化香,PS,10.5,3.7,4.5,59,29.3
12,2267,光皮桦,10.2,Adult,光皮桦,BL,12,4.8,4.8,59.5,32.5
12,2268,光皮桦,5.1,Adult,光皮桦,BL,8.9,7.5,1.4,58,33.4
12,2269,化香,8.9,Adult,化香,PS,7.4,1.8,6.2,58,34.4
12,2270,化香,11.7,Adult,化香,PS,8.5,3.4,4.55,56.1,33.4
12,2271,化香,10.8,Adult,化香,PS,8.8,3.5,3.5,53.4,34
12,2272,光皮桦,8.6,Adult,光皮桦,BL,8.3,5.4,3.3,52.2,34
12,2273,光皮桦,13,Adult,光皮桦,BL,12.6,3.6,6.95,47.8,34.3
12,2274,化香,4,Sapling,化香,PS,2.8,1.2,1.55,45.8,34.5
12,2275,化香,7.5,Adult,化香,PS,8.5,2,6.25,45.8,34.6
12,2276,光皮桦,7.7,Adult,光皮桦,BL,11.4,6,2.65,44.7,34.4
12,2277,光皮桦,7,Adult,光皮桦,BL,8.9,1.6,3.45,42.1,35
12,2278,光皮桦,8.2,Adult,光皮桦,BL,10.5,6.3,3.15,41.8,38.6
12,2279,光皮桦,4.7,Sapling,光皮桦,BL,8.4,5,2.65,46.8,37.3
12,2280,光皮桦,4.5,Sapling,光皮桦,BL,5.6,2.2,2.8,47.9,38.4
12,2281,山杨,4.7,Sapling,山杨,PD,4.5,1.6,1,47.2,39.2
12,2282,光皮桦,4.6,Sapling,光皮桦,BL,5.9,1.5,1.55,48.3,40
12,2283,化香,29.4,Adult,化香,PS,13.1,3.8,6.2,49.7,38.3
12,2284,化香,5.7,Adult,化香,PS,5.3,1,1.5,49.5,38.4
12,2285,光皮桦,11.6,Adult,光皮桦,BL,10.8,4.9,3.8,49.6,38.7
12,2286,栾树,6.5,Adult,其它树种,Others,7.1,4.2,2,50.3,39.6
12,2287,栾树,6.7,Adult,其它树种,Others,7.4,3.8,2.45,52,39.9
12,2288,山杨,14.9,Adult,山杨,PD,12.3,5.9,5.1,53.1,39.8
12,2289,光皮桦,5.7,Adult,光皮桦,BL,5.6,1.7,1.05,54.3,39.4
12,2290,化香,4.3,Sapling,化香,PS,6.3,1.1,1.25,56.4,39.9
12,2291,盐肤木,4.2,Sapling,其它树种,Others,7.1,2.6,1.4,59.7,38.8
12,2292,光皮桦,9.3,Adult,光皮桦,BL,9.4,3.7,3.2,59.6,39.7
13,2293,化香,3.2,Sapling,化香,PS,4.5,2.4,1.5,21.5,22.4
13,2294,山杨,3.8,Sapling,山杨,PD,5.8,3.1,0.75,25,21.8
13,2295,光皮桦,12.9,Adult,光皮桦,BL,11,6.2,3.7,29,25
13,2296,山杨,7.7,Adult,山杨,PD,6.7,2.5,2.45,34,26
13,2297,马尾松,3.1,Sapling,马尾松,PM,4.3,1.2,1.65,39,27
13,2298,光皮桦,8.4,Adult,光皮桦,BL,9.2,6.4,2.95,39,29
13,2299,盐肤木,3.7,Sapling,其它树种,Others,5.3,4.9,1.8,38,28
13,2300,光皮桦,11,Adult,光皮桦,BL,11,5.3,3.8,37.5,28.5
13,2301,化香,9.8,Adult,化香,PS,11.5,5.4,3.75,37.6,28.6
13,2302,光皮桦,11.9,Adult,光皮桦,BL,12.1,5.4,3.85,31.4,28.1
13,2303,山杨,5.3,Adult,山杨,PD,7.1,3.4,1.6,30.4,28.4
13,2304,光皮桦,13.7,Adult,光皮桦,BL,12.6,8.2,3.35,28.7,28.5
13,2305,光皮桦,15.7,Adult,光皮桦,BL,12.5,6.3,4.4,28.1,28.5
13,2306,光皮桦,10.9,Adult,光皮桦,BL,7.8,6.9,3.7,22.7,26.9
13,2307,光皮桦,12.9,Adult,光皮桦,BL,8.6,6.4,3.85,22.6,26.9
13,2308,化香,6.4,Adult,化香,PS,5.2,4.8,0.95,20.6,30.1
13,2309,桤木,8.9,Adult,其它树种,Others,7.2,2.1,3.05,22,30.1
13,2310,桤木,7.5,Adult,其它树种,Others,6.8,3.1,2.7,22.3,30.1
13,2311,盐肤木,8.3,Adult,其它树种,Others,5.3,2.1,1.75,21.7,22.3
13,2312,光皮桦,18.7,Adult,光皮桦,BL,12.6,6.3,5.05,23.2,22.5
13,2313,光皮桦,7.6,Adult,光皮桦,BL,8.2,7.8,2.65,35.3,24.2
13,2314,盐肤木,3,Sapling,其它树种,Others,4.6,4,1.35,35.6,25.2
13,2315,光皮桦,8.6,Adult,光皮桦,BL,8.2,7.9,3.35,37.6,25.2
13,2316,马尾松,5.2,Adult,马尾松,PM,4.6,1.6,1.6,39,25.2
13,2317,光皮桦,7.3,Adult,光皮桦,BL,7.4,6.7,2,39.2,26.4
13,2318,光皮桦,14.2,Adult,光皮桦,BL,8.2,5.3,2.35,40,35.3
13,2320,枫香,2.8,Sapling,枫香,LF,4.2,1.5,1.45,39.3,37.7
13,2321,光皮桦,21.3,Adult,光皮桦,BL,9.4,4.2,5.15,38.6,39.3
13,2322,马尾松,4.3,Sapling,马尾松,PM,5.3,0.8,1.6,37,35.9
13,2323,化香,8.1,Adult,化香,PS,7.3,5.4,3.1,32.3,38.2
13,2324,化香,4.2,Sapling,化香,PS,4.3,1.9,1.8,31.5,38.2
13,2325,化香,3.3,Sapling,化香,PS,3.8,2.2,1.5,31.5,38.3
13,2326,光皮桦,13.3,Adult,光皮桦,BL,11,6.2,3.6,31.5,37.7
13,2327,光皮桦,7,Adult,光皮桦,BL,9.2,4.8,2.5,32.1,36.4
13,2328,光皮桦,14.2,Adult,光皮桦,BL,11.3,7.2,4.4,30.1,36.4
13,2329,光皮桦,6.2,Adult,光皮桦,BL,7.6,5.6,2.4,30.1,36.5
13,2330,马尾松,4.3,Sapling,马尾松,PM,3.2,1.8,2.25,29.1,38.3
13,2331,化香,4.2,Sapling,化香,PS,5.1,2.1,1.65,29.9,39.3
13,2332,马尾松,5.1,Adult,马尾松,PM,4.8,0.7,1.9,28.4,39.9
13,2333,马尾松,2.9,Sapling,马尾松,PM,2.5,0.8,2.1,28,39.8
13,2334,山杨,5.3,Adult,山杨,PD,7.4,4.6,2.85,28.2,39.3
13,2335,山杨,5.8,Adult,山杨,PD,7.4,6.2,2.4,27.7,39.1
13,2336,山杨,5.8,Adult,山杨,PD,7.1,2.4,2.35,24.2,37.6
13,2337,桤木,13.4,Adult,其它树种,Others,7.8,4.7,2.65,22.4,36.5
13,2338,马尾松,6.2,Adult,马尾松,PM,4.3,0.8,2.05,22.7,38.2
13,2339,枫香,15.8,Adult,枫香,LF,12.4,4.1,5.85,21,39.8
13,2340,枫香,3.6,Sapling,枫香,LF,3.1,0.8,3,21.2,39.6
14,2341,马尾松,8,Adult,马尾松,PM,7.8,2.2,3.3,2.2,21.2
14,2342,马尾松,6.1,Adult,马尾松,PM,6.5,0.3,2.7,1.8,22.2
14,2343,马尾松,9.4,Adult,马尾松,PM,7.9,0.8,3.6,0.1,23.8
14,2344,马尾松,3.4,Sapling,马尾松,PM,3.4,1,2,3.5,25.4
14,2345,马尾松,5.1,Adult,马尾松,PM,4.2,1.5,2.7,5,21.5
14,2346,马尾松,7.1,Adult,马尾松,PM,7.5,1.9,3.45,5.5,22.1
14,2347,马尾松,4.4,Sapling,马尾松,PM,7,1.8,0.9,6.1,23.4
14,2348,木兰,4.7,Sapling,其它树种,Others,6.3,2.1,1.6,6,23.7
14,2349,马尾松,7.6,Adult,马尾松,PM,8.2,1,2.05,8.5,22.3
14,2350,马尾松,3.3,Sapling,马尾松,PM,3.8,0.4,1.7,11.2,20.5
14,2351,光皮桦,3.8,Sapling,光皮桦,BL,9.8,3.1,4.45,11.6,20.6
14,2352,香樟,6.5,Adult,其它树种,Others,3.7,0.6,1.5,13.3,24.2
14,2353,马尾松,8.7,Adult,马尾松,PM,3.2,0.6,1.6,14.5,20.6
14,2354,化香,3.8,Sapling,化香,PS,4.2,3.5,0.7,19.2,26.6
14,2355,光皮桦,6.5,Adult,光皮桦,BL,10.8,3,2.4,19.8,26.4
14,2356,枫香,8.7,Adult,枫香,LF,9.6,1.6,5,17.3,28.9
14,2357,枫香,5.2,Adult,枫香,LF,6.8,2.2,2.15,17,30
14,2358,枫香,4.8,Sapling,枫香,LF,7.2,2.3,2.2,17,29.8
14,2359,光皮桦,5.1,Adult,光皮桦,BL,7.5,3,2.4,17.1,28.7
14,2360,山胡椒,6,Adult,其它树种,Others,8.6,3,3,18.8,33.6
14,2361,化香,3.1,Sapling,化香,PS,6.2,2.3,1.2,16.8,38.3
14,2362,化香,5.7,Adult,化香,PS,8.2,0.5,2.05,15.4,37.7
14,2363,化香,3.4,Sapling,化香,PS,7.4,2.6,0.85,15.2,38.2
14,2364,化香,4.8,Sapling,化香,PS,7.8,2,2.1,14.6,37.4
14,2365,化香,5.8,Adult,化香,PS,8.2,1.3,3.1,15.6,40
14,2366,化香,4.3,Sapling,化香,PS,5.4,2.2,2.15,14.1,38.8
14,2367,化香,5.4,Adult,化香,PS,8,2.2,2.1,13.9,37.5
14,2368,化香,4.8,Sapling,化香,PS,7.9,2.4,1.4,12.4,37.7
14,2369,化香,8.5,Adult,化香,PS,11.2,1.2,3.05,10.2,38.7
14,2370,化香,14.8,Adult,化香,PS,14.8,8,8.3,10,38.9
14,2371,香樟,6.4,Adult,其它树种,Others,4,1.7,1.35,7.6,37.9
14,2372,化香,8.8,Adult,化香,PS,7.8,1.7,4.7,0.8,40
14,2373,化香,13.9,Adult,化香,PS,14.5,1.7,6.95,0.1,40
14,2374,光皮桦,4.5,Sapling,光皮桦,BL,8.2,2.1,3.2,0.1,37.3
14,2375,水锦树,4.5,Sapling,其它树种,Others,7.5,2.2,3.3,2.9,35.8
14,2376,山杨,4.3,Sapling,山杨,PD,5.6,0.5,1.45,7.8,35.3
14,2377,山杨,6.2,Adult,山杨,PD,9.8,3,3,4.6,34.8
14,2378,山杨,9.8,Adult,山杨,PD,13.2,4,3.3,1.9,33.1
14,2379,山杨,9.7,Adult,山杨,PD,13.8,4,2.7,2.2,32.8
14,2380,山杨,4.6,Sapling,山杨,PD,7.2,1.6,1.45,2.6,32.6
14,2381,光皮桦,16.8,Adult,光皮桦,BL,14.8,3.1,5.75,6.6,32.8
14,2382,马尾松,7.9,Adult,马尾松,PM,7.4,1.7,2.5,6.4,31
14,2383,山杨,3.7,Sapling,山杨,PD,6.5,2.4,0.8,7.7,31.4
14,2384,光皮桦,15.7,Adult,光皮桦,BL,14.5,2.8,8.1,10.2,30.5
14,2385,马尾松,6,Adult,马尾松,PM,6.7,1,1.55,6.4,28
14,2386,马尾松,6.1,Adult,马尾松,PM,7.4,1.1,1.3,5,28.2
14,2387,马尾松,3.8,Sapling,马尾松,PM,4.8,0.7,1.6,0.6,28.5
15,2388,化香,6.1,Adult,化香,PS,7,5.9,1.55,1.5,41
15,2389,化香,6.9,Adult,化香,PS,5.9,4.3,1.75,1.6,41
15,2390,化香,5.8,Adult,化香,PS,6.2,3.1,2.35,9.2,43.2
15,2391,化香,4.7,Sapling,化香,PS,5.8,2.1,1.5,19.1,41
15,2393,化香,6.5,Adult,化香,PS,6.9,4.3,2.5,17.4,42
15,2394,化香,6,Adult,化香,PS,6.6,2.1,2.3,16,43
15,2395,化香,5.3,Adult,化香,PS,7,2.7,3.1,17.6,44.8
15,2396,化香,5.3,Adult,化香,PS,7.3,5.8,3.2,17,44.5
15,2397,苏木,5.4,Adult,其它树种,Others,6.5,4.8,1.1,16,43.4
15,2398,光皮桦,18,Adult,光皮桦,BL,13.2,6.7,4.2,14.2,43.4
15,2399,马桑,7.4,Adult,其它树种,Others,5.1,1.2,0.85,6.5,44.75
15,2400,化香,4.9,Sapling,化香,PS,4.9,2.6,2.6,6.2,44.2
15,2401,化香,7.9,Adult,化香,PS,12.1,5.8,3.7,4.2,44.7
15,2402,桤木,8.6,Adult,其它树种,Others,18.3,2.9,2.55,1.2,45.1
15,2403,化香,4.6,Sapling,化香,PS,9.3,4.2,2.1,0.1,48.2
15,2404,化香,4.2,Sapling,化香,PS,5.1,2.3,1.15,1.5,48.25
15,2405,化香,6.3,Adult,化香,PS,13.2,8.9,2.65,1.3,48.4
15,2406,化香,5.8,Adult,化香,PS,12.1,7.1,2.3,1.5,48.4
15,2407,化香,6.4,Adult,化香,PS,12.1,8.3,3,1.5,48.2
15,2408,化香,7.1,Adult,化香,PS,13.2,8.3,4.45,3.2,47.6
15,2409,化香,5.9,Adult,化香,PS,7.1,4.8,2.3,7.6,47.6
15,2410,化香,6.8,Adult,化香,PS,7.8,1.2,0.85,6.5,44.7
15,2411,化香,5.3,Adult,化香,PS,7.1,3.2,2.6,7.6,45.9
15,2412,化香,6.4,Adult,化香,PS,5.8,3.2,2.6,9.1,45.9
15,2414,化香,6.4,Adult,化香,PS,6.8,4.3,2.85,11,48.5
15,2415,化香,6.7,Adult,化香,PS,6.8,4.2,2.3,17.2,48.6
15,2416,化香,7,Adult,化香,PS,6.8,5.3,3.45,18.8,49
15,2417,光皮桦,8.1,Adult,光皮桦,BL,9.8,7,4.05,19.8,49.2
15,2418,化香,6.5,Adult,化香,PS,10.2,4.3,2.35,16,49.2
15,2419,榉木,4.8,Sapling,其它树种,Others,5.8,4.1,2.15,16.2,51
15,2420,榉木,3.7,Sapling,其它树种,Others,4.9,4.1,1.3,16.1,51.1
15,2421,榉木,6,Adult,其它树种,Others,5.9,4,2.5,16,51.6
15,2422,化香,7.1,Adult,化香,PS,7.8,2.1,3.05,12,50.5
15,2423,化香,5.4,Adult,化香,PS,6.2,5,1.95,11.7,50.5
15,2424,化香,3.1,Sapling,化香,PS,2.7,1.9,1.65,11.7,50.8
15,2425,化香,5.8,Adult,化香,PS,6.1,4,2.9,11.7,51.2
15,2426,化香,6.4,Adult,化香,PS,5.3,2.1,1.9,11.9,51.4
15,2427,化香,4.4,Sapling,化香,PS,4.9,3.7,2.25,10,50
15,2428,化香,6.1,Adult,化香,PS,6.5,5,2.45,8.8,51.1
15,2429,化香,6.3,Adult,化香,PS,6.9,4.9,2.85,8.6,51.1
15,2430,化香,5.3,Adult,化香,PS,6.9,4.7,2.5,6.8,51.1
15,2431,化香,3.5,Sapling,化香,PS,4.9,1.8,0.9,6.6,51.3
15,2432,化香,4.6,Sapling,化香,PS,7.2,2.9,2.1,6.8,51.8
15,2433,化香,3.8,Sapling,化香,PS,5.9,4.1,1.85,6.8,51.9
15,2434,化香,6.5,Adult,化香,PS,9.1,3.2,3.35,6.3,51.9
15,2435,光皮桦,13.1,Adult,光皮桦,BL,13.5,9.2,5.65,5.4,50.2
15,2436,光皮桦,15.1,Adult,光皮桦,BL,13.6,9.1,5.35,4.2,49.8
15,2437,化香,4.9,Sapling,化香,PS,9.1,4.2,2,3.2,49.6
15,2438,化香,4.8,Sapling,化香,PS,2.9,1.2,1.95,1.2,49.6
15,2439,化香,5.4,Adult,化香,PS,5.6,4.9,3.05,1,49.8
15,2440,化香,5.8,Adult,化香,PS,5.8,4,2.65,1,49.9
15,2441,化香,3.1,Sapling,化香,PS,4.8,1.8,1.4,3.2,54
15,2442,化香,7.8,Adult,化香,PS,6.9,4.2,2.5,3.2,54.1
15,2443,化香,3.7,Sapling,化香,PS,5.1,3.2,2.1,3.2,54.6
15,2444,化香,4.4,Sapling,化香,PS,5.1,3.2,2.05,2.7,54.8
15,2445,光皮桦,13.2,Adult,光皮桦,BL,13.1,4.9,3.3,7.2,54.8
15,2446,化香,6.7,Adult,化香,PS,5.9,2.3,2.4,14.3,54.7
15,2447,枫香,5.8,Adult,枫香,LF,10.1,1.2,2.45,14.6,54.8
15,2448,枫香,10.6,Adult,枫香,LF,4.9,2.1,3.3,15.1,54.8
15,2449,枫香,15.5,Adult,枫香,LF,13.9,6.1,4.4,15.1,54.9
15,2450,化香,7.8,Adult,化香,PS,5.3,4.6,2.9,16.3,54.7
15,2451,化香,7.2,Adult,化香,PS,8.9,5.3,2.85,17.3,54.7
15,2452,盐肤木,5.5,Adult,其它树种,Others,7.3,5.2,2.65,18.3,54.7
15,2453,化香,5.6,Adult,化香,PS,5.9,2.3,3.1,19.6,54.2
15,2454,化香,7.3,Adult,化香,PS,9.2,5.4,2.7,18,58
15,2455,化香,4.7,Sapling,化香,PS,6.3,5.9,1.45,19.5,60
15,2456,光皮桦,7.6,Adult,光皮桦,BL,13.2,9.1,2.45,18.9,59.7
15,2457,化香,3.3,Sapling,化香,PS,4.8,3.1,0.9,18.7,58.7
15,2458,化香,6.7,Adult,化香,PS,10.3,8.2,2.15,17.2,58.1
15,2459,化香,3.7,Sapling,化香,PS,5.1,3.2,1.95,16.8,59.2
15,2460,化香,5.2,Adult,化香,PS,5.8,3.2,1.65,15.1,57.8
15,2461,化香,3.7,Sapling,化香,PS,5.3,3.9,1.1,14.7,59.5
15,2462,化香,4.4,Sapling,化香,PS,5.9,1.7,2.5,12.3,59.6
15,2463,化香,5.2,Adult,化香,PS,6.1,1.1,2.4,10,58.3
15,2464,化香,4.3,Sapling,化香,PS,3.9,2.7,1.35,10,56.8
15,2465,化香,8.7,Adult,化香,PS,6.5,4.1,2.5,6.1,58.9
15,2466,化香,5.1,Adult,化香,PS,5.4,3.8,3,1.6,57.8
15,2467,化香,5.4,Adult,化香,PS,6.1,4.2,2.85,1.5,57.8
15,2468,化香,6.9,Adult,化香,PS,6.8,4.8,2.9,1.4,57.8
15,2469,山杨,8.4,Adult,山杨,PD,5.1,3.2,3.15,0.1,60
16,2470,马桑,8.7,Adult,其它树种,Others,4.5,2.8,3.2,24.7,40.2
16,2471,化香,11.5,Adult,化香,PS,10.5,2.5,4.05,25.2,41
16,2472,化香,3.8,Sapling,化香,PS,5.5,1.3,1.8,35.4,41.3
16,2473,化香,5.4,Adult,化香,PS,7.3,2.3,2,35.3,41.4
16,2474,光皮桦,4,Sapling,光皮桦,BL,8.6,1.8,1.25,38.8,41
16,2475,化香,4.3,Sapling,化香,PS,8.8,2.4,2.35,38.6,43.1
16,2476,化香,7.7,Adult,化香,PS,11.3,2.8,3.5,38.2,42.7
16,2477,化香,3.2,Sapling,化香,PS,8.4,3,2.35,38.5,45.4
16,2478,化香,3.5,Sapling,化香,PS,7.9,1.2,2.15,38,44.8
16,2479,化香,3.5,Sapling,化香,PS,8,2.3,2.1,38,43.7
16,2480,化香,5.6,Adult,化香,PS,9.8,2.5,2.7,36.8,45.8
16,2481,化香,5.5,Adult,化香,PS,8.4,1.1,1.6,35.7,44
16,2482,光皮桦,12.1,Adult,光皮桦,BL,12.4,8.5,5.95,34.8,46
16,2483,山杨,8.1,Adult,山杨,PD,11.5,4,3.65,33.4,45.5
16,2484,化香,3.5,Sapling,化香,PS,4.5,1.1,1.1,29.2,43.5
16,2485,化香,7.6,Adult,化香,PS,10.2,4.6,3.75,28.1,43.5
16,2486,化香,4.8,Sapling,化香,PS,5,1.6,1.6,28.1,43.6
16,2487,化香,5.2,Adult,化香,PS,5.2,1.2,1.45,28.1,44.7
16,2488,山杨,4,Sapling,山杨,PD,7.9,2.6,2,28,44.6
16,2489,化香,4,Sapling,化香,PS,8.7,3,1.4,24.5,45.7
16,2491,山杨,9,Adult,山杨,PD,13.5,3.1,4.75,28.3,45.8
16,2492,马桑,5.5,Adult,其它树种,Others,3.8,2.2,1.7,25.1,49.8
16,2493,化香,4.5,Sapling,化香,PS,8.6,4.7,2.5,24.8,44.7
16,2494,化香,5.1,Adult,化香,PS,9.5,3.5,3.7,23.5,45.2
16,2495,化香,3.6,Sapling,化香,PS,4.8,2.5,2.45,21.1,45.3
16,2496,化香,3.8,Sapling,化香,PS,8.4,3.2,2.6,21.2,45.3
16,2497,化香,5.5,Adult,化香,PS,9.8,3.8,4.05,21.3,45.2
16,2498,化香,7.7,Adult,化香,PS,10.3,3.8,5.1,21.2,45.2
16,2499,化香,10.4,Adult,化香,PS,12.4,3.7,4.1,21.1,45.2
16,2500,化香,6.6,Adult,化香,PS,9.3,2.8,4.9,20.9,45.3
16,2501,化香,6.2,Adult,化香,PS,8.6,2.9,3.5,20.8,45.2
16,2502,化香,7.4,Adult,化香,PS,10,4.5,5.25,20.8,45.1
16,2503,化香,7.5,Adult,化香,PS,9.3,2.5,4.95,20.8,45
16,2504,化香,6.5,Adult,化香,PS,8.9,5.2,3.3,20.6,45.1
